CO_AREA;CostCenter;ProfitCenter;Cost Element;Version;Value type;Currency Type;Valuation view;Functional Area;Fiscal Year;Fiscal Year Variant;Currency;Unit of Measure;;Quantity
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0042010;K4;EUR;M2;14.545,47;35468,6
0200;1001001300;28160102;1631110000;000;010;00;000;4000;0042011;K4;EUR;M2;15.002,34;35495,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0042011;K4;EUR;M2;15.342,16;35523,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0042011;K4;EUR;M2;15.681,98;35550,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0042011;K4;EUR;M2;16.021,80;35577,6
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0042011;K4;EUR;M2;16.361,61;35604,85
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0042011;K4;EUR;M2;16.701,43;35632,1
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0042011;K4;EUR;M2;17.041,25;35659,35
0200;1001001300;28160102;5732105000;000;010;00;000;4000;0042011;K4;EUR;M2;17.381,07;35686,6
0200;1001001300;28160102;2739401000;000;010;00;000;4000;0042011;K4;EUR;M2;17.720,88;35713,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0042011;K4;EUR;M2;18.060,70;35741,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0042011;K4;EUR;M2;18.400,52;35768,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0042011;K4;EUR;M2;18.740,34;35795,6
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0042011;K4;EUR;M2;19.080,15;35822,85
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0042011;K4;EUR;M2;19.419,97;35850,1
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0042011;K4;EUR;M2;19.759,79;35877,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0042011;K4;EUR;M2;20.099,61;35904,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0042011;K4;EUR;M2;20.439,42;35931,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0042011;K4;EUR;M2;20.779,24;35959,1
0200;1001001300;28160102;1631110000;000;010;00;000;4000;0052008;K4;EUR;M2;2.500,39;35986,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052008;K4;EUR;M2;2.557,03;36013,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052008;K4;EUR;M2;2.613,66;36040,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052008;K4;EUR;M2;2.670,30;36068,1
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052008;K4;EUR;M2;2.726,94;36095,35
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052008;K4;EUR;M2;2.783,57;36122,6
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052008;K4;EUR;M2;2.840,21;36149,85
0200;1001001300;28160102;5732105000;000;010;00;000;4000;0052008;K4;EUR;M2;2.896,84;36177,1
0200;1001001300;28160102;2739401000;000;010;00;000;4000;0052008;K4;EUR;M2;2.953,48;36204,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052008;K4;EUR;M2;3.010,12;36231,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052008;K4;EUR;M2;3.066,75;36258,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052008;K4;EUR;M2;3.123,39;36286,1
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052008;K4;EUR;M2;3.180,03;36313,35
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052008;K4;EUR;M2;3.236,66;36340,6
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052008;K4;EUR;M2;3.293,30;36367,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052008;K4;EUR;M2;3.349,93;36395,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052008;K4;EUR;M2;3.406,57;36422,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052008;K4;EUR;M2;3.463,21;36449,6
0200;1001001300;28160102;1631110000;000;010;00;000;4000;0052009;K4;EUR;M2;5.000,78;36476,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052009;K4;EUR;M2;5.114,05;36504,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052009;K4;EUR;M2;5.227,33;36531,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052009;K4;EUR;M2;5.340,60;36558,6
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052009;K4;EUR;M2;5.453,87;36585,85
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052009;K4;EUR;M2;5.567,14;36613,1
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052009;K4;EUR;M2;5.680,42;36640,35
0200;1001001300;28160102;5732105000;000;010;00;000;4000;0052009;K4;EUR;M2;5.793,69;36667,6
0200;1001001300;28160102;2739401000;000;010;00;000;4000;0052009;K4;EUR;M2;5.906,96;36694,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052009;K4;EUR;M2;6.020,23;36722,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052009;K4;EUR;M2;6.133,51;36749,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052009;K4;EUR;M2;6.246,78;36776,6
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052009;K4;EUR;M2;6.360,05;36803,85
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052009;K4;EUR;M2;6.473,32;36831,1
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052009;K4;EUR;M2;6.586,60;36858,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052009;K4;EUR;M2;6.699,87;36885,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052009;K4;EUR;M2;6.813,14;36912,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052009;K4;EUR;M2;6.926,41;36940,1
0200;1001001300;28160102;1631110000;000;010;00;000;4000;0052010;K4;EUR;M2;10.001,56;36967,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052010;K4;EUR;M2;10.228,11;36994,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052010;K4;EUR;M2;10.454,65;37021,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052010;K4;EUR;M2;10.681,20;37049,1
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052010;K4;EUR;M2;10.907,74;37076,35
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052010;K4;EUR;M2;11.134,29;37103,6
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052010;K4;EUR;M2;11.360,83;37130,85
0200;1001001300;28160102;5732105000;000;010;00;000;4000;0052010;K4;EUR;M2;11.587,38;37158,1
0200;1001001300;28160102;2739401000;000;010;00;000;4000;0052010;K4;EUR;M2;11.813,92;37185,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052010;K4;EUR;M2;12.040,47;37212,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052010;K4;EUR;M2;12.267,01;37239,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052010;K4;EUR;M2;12.493,56;37267,1
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052010;K4;EUR;M2;12.720,10;37294,35
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052010;K4;EUR;M2;12.946,65;37321,6
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052010;K4;EUR;M2;13.173,19;37348,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052010;K4;EUR;M2;13.399,74;37376,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052010;K4;EUR;M2;13.626,28;37403,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052010;K4;EUR;M2;13.852,83;37430,6
0200;1001001300;28160102;1631110000;000;010;00;000;4000;0052011;K4;EUR;M2;15.002,34;37457,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052011;K4;EUR;M2;15.342,16;37485,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052011;K4;EUR;M2;15.681,98;37512,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052011;K4;EUR;M2;16.021,80;37539,6
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052011;K4;EUR;M2;16.361,61;37566,85
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052011;K4;EUR;M2;16.701,43;37594,1
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052011;K4;EUR;M2;17.041,25;37621,35
0200;1001001300;28160102;5732105000;000;010;00;000;4000;0052011;K4;EUR;M2;17.381,07;37648,6
0200;1001001300;28160102;2739401000;000;010;00;000;4000;0052011;K4;EUR;M2;17.720,88;37675,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052011;K4;EUR;M2;18.060,70;37703,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052011;K4;EUR;M2;18.400,52;37730,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052011;K4;EUR;M2;18.740,34;37757,6
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052011;K4;EUR;M2;19.080,15;37784,85
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052011;K4;EUR;M2;19.419,97;37812,1
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052011;K4;EUR;M2;19.759,79;37839,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0052011;K4;EUR;M2;20.099,61;37866,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0052011;K4;EUR;M2;20.439,42;37893,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0052011;K4;EUR;M2;20.779,24;37921,1
0200;1001001300;28160102;1631110000;000;010;00;000;4000;0062008;K4;EUR;M2;2.500,39;37948,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062008;K4;EUR;M2;2.557,03;37975,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062008;K4;EUR;M2;2.613,66;38002,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062008;K4;EUR;M2;2.670,30;38030,1
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062008;K4;EUR;M2;2.726,94;38057,35
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062008;K4;EUR;M2;2.783,57;38084,6
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062008;K4;EUR;M2;2.840,21;38111,85
0200;1001001300;28160102;5732105000;000;010;00;000;4000;0062008;K4;EUR;M2;2.896,84;38139,1
0200;1001001300;28160102;2739401000;000;010;00;000;4000;0062008;K4;EUR;M2;2.953,48;38166,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062008;K4;EUR;M2;3.010,12;38193,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062008;K4;EUR;M2;3.066,75;38220,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062008;K4;EUR;M2;3.123,39;38248,1
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062008;K4;EUR;M2;3.180,03;38275,35
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062008;K4;EUR;M2;3.236,66;38302,6
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062008;K4;EUR;M2;3.293,30;38329,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062008;K4;EUR;M2;3.349,93;38357,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062008;K4;EUR;M2;3.406,57;38384,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062008;K4;EUR;M2;3.463,21;38411,6
0200;1001001300;28160102;1631110000;000;010;00;000;4000;0062009;K4;EUR;M2;5.000,78;38438,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062009;K4;EUR;M2;5.114,05;38466,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062009;K4;EUR;M2;5.227,33;38493,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062009;K4;EUR;M2;5.340,60;38520,6
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062009;K4;EUR;M2;5.453,87;38547,85
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062009;K4;EUR;M2;5.567,14;38575,1
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062009;K4;EUR;M2;5.680,42;38602,35
0200;1001001300;28160102;5732105000;000;010;00;000;4000;0062009;K4;EUR;M2;5.793,69;38629,6
0200;1001001300;28160102;2739401000;000;010;00;000;4000;0062009;K4;EUR;M2;5.906,96;38656,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062009;K4;EUR;M2;6.020,23;38684,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062009;K4;EUR;M2;6.133,51;38711,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062009;K4;EUR;M2;6.246,78;38738,6
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062009;K4;EUR;M2;6.360,05;38765,85
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062009;K4;EUR;M2;6.473,32;38793,1
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062009;K4;EUR;M2;6.586,60;38820,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062009;K4;EUR;M2;6.699,87;38847,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062009;K4;EUR;M2;6.813,14;38874,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062009;K4;EUR;M2;6.926,41;38902,1
0200;1001001300;28160102;1631110000;000;010;00;000;4000;0062010;K4;EUR;M2;10.001,56;38929,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062010;K4;EUR;M2;10.228,11;38956,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062010;K4;EUR;M2;10.454,65;38983,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062010;K4;EUR;M2;10.681,20;39011,1
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062010;K4;EUR;M2;10.907,74;39038,35
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062010;K4;EUR;M2;11.134,29;39065,6
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062010;K4;EUR;M2;11.360,83;39092,85
0200;1001001300;28160102;5732105000;000;010;00;000;4000;0062010;K4;EUR;M2;11.587,38;39120,1
0200;1001001300;28160102;2739401000;000;010;00;000;4000;0062010;K4;EUR;M2;11.813,92;39147,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062010;K4;EUR;M2;12.040,47;39174,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062010;K4;EUR;M2;12.267,01;39201,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062010;K4;EUR;M2;12.493,56;39229,1
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062010;K4;EUR;M2;12.720,10;39256,35
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062010;K4;EUR;M2;12.946,65;39283,6
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062010;K4;EUR;M2;13.173,19;39310,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062010;K4;EUR;M2;13.399,74;39338,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062010;K4;EUR;M2;13.626,28;39365,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062010;K4;EUR;M2;13.852,83;39392,6
0200;1001001300;28160102;1631110000;000;010;00;000;4000;0062011;K4;EUR;M2;15.002,34;39419,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062011;K4;EUR;M2;15.342,16;39447,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062011;K4;EUR;M2;15.681,98;39474,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062011;K4;EUR;M2;16.021,80;39501,6
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062011;K4;EUR;M2;16.361,61;39528,85
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062011;K4;EUR;M2;16.701,43;39556,1
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062011;K4;EUR;M2;17.041,25;39583,35
0200;1001001300;28160102;5732105000;000;010;00;000;4000;0062011;K4;EUR;M2;17.381,07;39610,6
0200;1001001300;28160102;2739401000;000;010;00;000;4000;0062011;K4;EUR;M2;17.720,88;39637,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062011;K4;EUR;M2;18.060,70;39665,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062011;K4;EUR;M2;18.400,52;39692,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062011;K4;EUR;M2;18.740,34;39719,6
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062011;K4;EUR;M2;19.080,15;39746,85
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062011;K4;EUR;M2;19.419,97;39774,1
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062011;K4;EUR;M2;19.759,79;39801,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062011;K4;EUR;M2;20.099,61;39828,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062011;K4;EUR;M2;20.439,42;39855,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062011;K4;EUR;M2;20.779,24;39883,1
0200;1001001300;28160102;1631110000;000;010;00;000;4000;0062011;K4;EUR;M2;2.500,39;39910,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062011;K4;EUR;M2;2.557,03;39937,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062011;K4;EUR;M2;2.613,66;39964,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062011;K4;EUR;M2;2.670,30;39992,1
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062011;K4;EUR;M2;2.726,94;40019,35
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062011;K4;EUR;M2;2.783,57;40046,6
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062011;K4;EUR;M2;2.840,21;40073,85
0200;1001001300;28160102;5732105000;000;010;00;000;4000;0062011;K4;EUR;M2;2.896,84;40101,1
0200;1001001300;28160102;2739401000;000;010;00;000;4000;0062011;K4;EUR;M2;2.953,48;40128,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062011;K4;EUR;M2;3.010,12;40155,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062011;K4;EUR;M2;3.066,75;40182,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062011;K4;EUR;M2;3.123,39;40210,1
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062011;K4;EUR;M2;3.180,03;40237,35
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062011;K4;EUR;M2;3.236,66;40264,6
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062011;K4;EUR;M2;3.293,30;40291,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0062011;K4;EUR;M2;3.349,93;40319,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0062011;K4;EUR;M2;3.406,57;40346,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0062011;K4;EUR;M2;3.463,21;40373,6
0200;1001001300;28160102;1631110000;000;010;00;000;4000;0072008;K4;EUR;M2;2.500,39;40400,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072008;K4;EUR;M2;2.557,03;40428,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072008;K4;EUR;M2;2.613,66;40455,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072008;K4;EUR;M2;2.670,30;40482,6
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072008;K4;EUR;M2;2.726,94;40509,85
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072008;K4;EUR;M2;2.783,57;40537,1
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072008;K4;EUR;M2;2.840,21;40564,35
0200;1001001300;28160102;5732105000;000;010;00;000;4000;0072008;K4;EUR;M2;2.896,84;40591,6
0200;1001001300;28160102;2739401000;000;010;00;000;4000;0072008;K4;EUR;M2;2.953,48;40618,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072008;K4;EUR;M2;3.010,12;40646,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072008;K4;EUR;M2;3.066,75;40673,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072008;K4;EUR;M2;3.123,39;40700,6
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072008;K4;EUR;M2;3.180,03;40727,85
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072008;K4;EUR;M2;3.236,66;40755,1
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072008;K4;EUR;M2;3.293,30;40782,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072008;K4;EUR;M2;3.349,93;40809,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072008;K4;EUR;M2;3.406,57;40836,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072008;K4;EUR;M2;3.463,21;40864,1
0200;1001001300;28160102;1631110000;000;010;00;000;4000;0072009;K4;EUR;M2;5.000,78;40891,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072009;K4;EUR;M2;5.114,05;40918,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072009;K4;EUR;M2;5.227,33;40945,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072009;K4;EUR;M2;5.340,60;40973,1
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072009;K4;EUR;M2;5.453,87;41000,35
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072009;K4;EUR;M2;5.567,14;41027,6
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072009;K4;EUR;M2;5.680,42;41054,85
0200;1001001300;28160102;5732105000;000;010;00;000;4000;0072009;K4;EUR;M2;5.793,69;41082,1
0200;1001001300;28160102;2739401000;000;010;00;000;4000;0072009;K4;EUR;M2;5.906,96;41109,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072009;K4;EUR;M2;6.020,23;41136,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072009;K4;EUR;M2;6.133,51;41163,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072009;K4;EUR;M2;6.246,78;41191,1
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072009;K4;EUR;M2;6.360,05;41218,35
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072009;K4;EUR;M2;6.473,32;41245,6
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072009;K4;EUR;M2;6.586,60;41272,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072009;K4;EUR;M2;6.699,87;41300,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072009;K4;EUR;M2;6.813,14;41327,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072009;K4;EUR;M2;6.926,41;41354,6
0200;1001001300;28160102;1631110000;000;010;00;000;4000;0072010;K4;EUR;M2;10.001,56;41381,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072010;K4;EUR;M2;10.228,11;41409,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072010;K4;EUR;M2;10.454,65;41436,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072010;K4;EUR;M2;10.681,20;41463,6
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072010;K4;EUR;M2;10.907,74;41490,85
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072010;K4;EUR;M2;11.134,29;41518,1
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072010;K4;EUR;M2;11.360,83;41545,35
0200;1001001300;28160102;5732105000;000;010;00;000;4000;0072010;K4;EUR;M2;11.587,38;41572,6
0200;1001001300;28160102;2739401000;000;010;00;000;4000;0072010;K4;EUR;M2;11.813,92;41599,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072010;K4;EUR;M2;12.040,47;41627,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072010;K4;EUR;M2;12.267,01;41654,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072010;K4;EUR;M2;12.493,56;41681,6
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072010;K4;EUR;M2;12.720,10;41708,85
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072010;K4;EUR;M2;12.946,65;41736,1
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072010;K4;EUR;M2;13.173,19;41763,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072010;K4;EUR;M2;13.399,74;41790,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072010;K4;EUR;M2;13.626,28;41817,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072010;K4;EUR;M2;13.852,83;41845,1
0200;1001001300;28160102;1631110000;000;010;00;000;4000;0072011;K4;EUR;M2;15.002,34;41872,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072011;K4;EUR;M2;15.342,16;41899,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072011;K4;EUR;M2;15.681,98;41926,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072011;K4;EUR;M2;16.021,80;41954,1
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072011;K4;EUR;M2;16.361,61;41981,35
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072011;K4;EUR;M2;16.701,43;42008,6
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072011;K4;EUR;M2;17.041,25;42035,85
0200;1001001300;28160102;5732105000;000;010;00;000;4000;0072011;K4;EUR;M2;17.381,07;42063,1
0200;1001001300;28160102;2739401000;000;010;00;000;4000;0072011;K4;EUR;M2;17.720,88;42090,35
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072011;K4;EUR;M2;18.060,70;42117,6
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072011;K4;EUR;M2;18.400,52;42144,85
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072011;K4;EUR;M2;18.740,34;42172,1
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072011;K4;EUR;M2;19.080,15;42199,35
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072011;K4;EUR;M2;19.419,97;42226,6
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072011;K4;EUR;M2;19.759,79;42253,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072011;K4;EUR;M2;20.099,61;42281,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072011;K4;EUR;M2;20.439,42;42308,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072011;K4;EUR;M2;20.779,24;42335,6
0200;1001001300;28160102;1631110000;000;010;00;000;4000;0072011;K4;EUR;M2;2.500,39;42362,85
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072011;K4;EUR;M2;2.557,03;42390,1
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072011;K4;EUR;M2;2.613,66;42417,35
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072011;K4;EUR;M2;2.670,30;42444,6
0200;1001001300;28160102;9900000001;000;010;00;000;4000;0072011;K4;EUR;M2;2.726,94;42471,85
0200;1001001300;28160102;9900000002;000;010;00;000;4000;0072011;K4;EUR;M2;2.783,57;42499,1
0200;1001001300;28160102;9900000003;000;010;00;000;4000;0072011;K4;EUR;M2;2.840,21;42526,35
0200;1001001300;28160102;5732105000;000;010;00;000;4000;0072011;K4;EUR;M2;2.896,84;42553,6
0200;1001001300;28160102;2739401000;000;010;00;000;4000;0072011;K4;EUR;M2;2.953,48;42580,85
